thisRow.t;notes;intro0.started;intro0.stopped;intro1.started;intro1.stopped;intro2.started;Pseudonym*;Age;Gender;date;expName;psychopyVersion;frameRate;expStart;
;;0.02677400002721697;2.552579900017008;;;;ewerrt;erzterze;erzazz;2023-11-14_10h47.17.645;ConstellationsNAI22;2023.2.3;143.7831060423429;2023-11-14 10h47.39.831745 +0200;
;;;;2.552617899957113;8.462776700034738;;ewerrt;erzterze;erzazz;2023-11-14_10h47.17.645;ConstellationsNAI22;2023.2.3;143.7831060423429;2023-11-14 10h47.39.831745 +0200;
;;;;;;8.462797299958766;;;;;;;;;
