thisRow.t;notes;intro0.started;intro0.stopped;intro1.started;Pseudonym*;Age;Gender;date;expName;psychopyVersion;frameRate;expStart;
;;0.012438799953088164;16.709949300042354;;thtrh;-5;gfdh;2023-11-14_10h25.43.643;ConstellationsNAI22;2023.2.3;144.1096615030199;2023-11-14 10h26.03.438110 +0200;
;;;;16.709983599954285;;;;;;;;;
